id,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,label
461,-0.2334,0.2612,0.3778,0.6334,0.4722,-0.0666,-0.1,-0.05,-0.2,-0.1834,-0.2,23
462,-0.4612,0.1366,0.1956,0.3726,0.7048,1,0.8966,0.5056,0.2842,0.4096,0.3506,24
463,-0.508,0.0374,0.0696,0.4546,0.5454,0.8074,0.77,0.5562,0.4598,0.4386,0.3796,24
464,-0.3596,0.2478,0.6496,0.9788,0.8822,1,0.7674,0.846,0.4622,0.4924,0.0846,25
465,-0.4592,0.0728,0.276,0.6822,0.6688,1,0.9228,1,0.8962,0.6644,0.543,25
466,-0.264,0.408,0.416,0.5254,0.5146,0.184,0.1974,0.1066,0.1386,-0.0694,0.0266,26
467,-0.4584,0.3278,0.3888,0.4584,0.5388,0.1166,0.2556,0.0388,0.2278,0.1028,0.1388,26
468,-0.4674,-0.1444,0.119,0.4448,0.6176,0.3682,0.221,0.1672,-0.0964,-0.1586,-0.0878,1
469,-0.4292,-0.1986,-0.072,0.1042,0.4988,0.588,0.3722,0.1688,-0.0348,-0.0248,0.0124,1
470,-0.3828,0.1112,0.813,0.753,-0.298,-0.7426,-0.5662,-0.4638,-0.7002,-0.6614,-0.5908,2
471,-0.3428,0.1048,0.708,0.6826,-0.546,-0.8888,-0.7936,-0.6572,-0.7588,-0.7714,-0.7142,2
472,-0.292,0.0808,0.619,0.5942,-0.3334,-0.5984,-0.6356,-0.5486,-0.7142,-0.7806,-0.5942,3
473,-0.2418,0.1536,0.4444,0.4346,-0.4412,-0.7974,-0.7254,-0.598,-0.5424,-0.6078,-0.647,3
474,-0.2054,0.3288,0.626,0.7864,0.2654,-0.4924,-0.4558,-0.5626,-0.576,-0.3522,-0.3322,4
475,-0.2882,0.097,0.6764,0.4882,-0.4352,-0.897,-0.6148,-0.7148,-0.7352,-0.8,-0.7352,4
476,-0.2586,0.1308,0.4236,0.4112,-0.5608,-0.9408,-0.7072,-0.62,-0.8224,-0.8598,-0.7882,5
477,-0.2562,0.025,0.3922,0.288,-0.6236,-0.8276,-0.6622,-0.6758,-0.9796,-0.8956,-0.7936,5
478,-0.518,0.0358,-0.0564,0.1282,0.4256,0.323,0.3538,0.159,-0.077,-0.1794,-0.3128,6
479,-0.6078,-0.3312,-0.1898,0.029,0.3054,0.3376,0.2412,-0.0032,-0.0546,-0.2862,-0.2412,6
480,-0.2762,0.07,0.2798,0.2692,-0.6958,-0.7972,-0.7448,-0.5874,-0.7762,-0.7272,-0.584,7
481,-0.4524,-0.1552,0.0618,-0.0918,-0.2186,-0.5292,-0.5626,-0.5392,-0.7462,-0.6928,-0.6328,7
482,-0.5556,-0.2484,0.0458,0.5686,0.6014,0.2746,0.0326,-0.0262,-0.1764,-0.3202,-0.2876,8
483,-0.5706,-0.1864,0.1808,0.565,0.5706,0.079,0.0564,-0.0226,-0.017,-0.3842,-0.3954,8
484,-0.5292,-0.2962,-0.2202,-0.1468,0.2202,0.3722,0.7012,0.9696,1,0.9164,0.8836,9
485,-0.5276,-0.2964,-0.2222,-0.1316,0.3468,0.5276,0.7006,0.8714,0.9336,1,0.9216,9
486,-0.3908,-0.0786,0.5132,0.4856,0.4232,0.1086,0.0138,0.0412,-0.0162,-0.1136,-0.0162,10
487,-0.3976,-0.0482,0.319,0.7006,0.722,0.0124,-0.3618,-0.4902,-0.4938,-0.4902,-0.533,10
488,-0.2924,0.105,0.0274,0.1568,0.4992,0.3668,0.412,0.218,-0.021,-0.2116,-0.2148,11
489,-0.4252,-0.1026,-0.132,0.0118,0.1232,0.1436,-0.041,-0.132,-0.1232,-0.3782,-0.4428,11
490,-0.3974,-0.1306,0.1334,0.296,0.384,0.544,0.344,0.2346,0.1734,0.0826,0.0586,12
491,-0.4424,-0.2392,-0.0706,0.0508,0.5738,0.6258,0.2342,0.2516,0.1672,0.0532,0.0608,12
492,-0.4274,-0.1732,-0.0526,-0.1092,0.3762,0.5584,0.3632,-0.0912,0.0526,-0.104,-0.0962,13
493,-0.436,-0.1848,-0.2192,-0.3252,0.298,0.4458,0.0738,-0.1872,-0.2364,-0.3916,-0.1848,13
494,-0.406,-0.0742,0.188,0.1508,0.0974,0.2854,0.2506,0.1322,-0.109,-0.1856,-0.1438,14
495,-0.5446,-0.2794,-0.002,-0.1072,0.162,0.33,0.1518,0.0566,-0.2348,-0.251,-0.2692,14
496,-0.4096,-0.152,0.1346,0.3228,0.505,0.7308,0.618,0.5282,0.806,0.9768,1,15
497,-0.4078,-0.1424,-0.0308,0.472,0.5782,0.6536,0.3464,0.7178,0.9832,1,0.338,15
498,-0.045,0.0964,0.0792,0.1392,-0.726,-0.7902,-0.773,-0.743,-0.8544,-0.8286,-0.803,16
499,0.3752,0.3622,-0.0066,-0.0326,-0.371,-0.7354,-0.8264,-0.6616,-0.5792,-0.8828,-0.8352,16
500,-0.3648,-0.0088,0.3438,0.4172,-0.3682,-0.63,-0.6126,-0.3996,-0.4904,-0.5812,-0.6196,17
501,-0.2562,0.1336,0.4468,0.4686,-0.5722,-0.8038,-0.733,-0.4414,-0.6404,-0.643,-0.7738,17
502,-0.4376,-0.1618,-0.0558,0.1352,0.4562,0.6154,0.8726,1,1,0.5146,0.2308,18
503,-0.4462,-0.1752,-0.0934,-0.1308,0.3574,0.6566,1,0.9976,0.764,0.6986,0.6238,18
504,-0.5706,-0.3,-0.3764,0.0176,0.2412,0.2294,0.0942,-0.0588,-0.3,-0.3412,-0.4118,19
505,-0.3372,-0.0828,-0.2662,-0.2248,-0.1124,0.1242,0.0356,-0.0532,-0.1006,-0.361,-0.2722,19
506,-0.1892,0.2826,0.2972,0.3808,-0.3316,-0.8918,-0.6708,-0.4348,-0.6118,-0.6756,-0.6462,20
507,-0.536,-0.7216,-0.8464,-0.968,-0.9072,-0.8784,-0.8144,-0.8112,-0.8496,-0.7216,-0.6928,20
508,0.2378,0.8414,0.3658,0.1036,-0.5426,-0.6098,-0.1952,0.006,-0.4452,-0.6952,-0.5976,21
509,-0.0272,0.3034,0.3354,-0.1268,-0.6212,-0.833,-0.756,-0.6726,-0.6918,-0.7528,-0.5988,21
510,-0.3272,-0.0152,0.5122,0.4242,-0.4334,-0.7666,-0.5818,-0.5122,-0.7304,-0.7334,-0.706,22
511,-0.3954,-0.0466,0.43,0.2756,-0.209,-0.5872,-0.6484,-0.6592,-0.763,-0.6592,-0.6246,22
512,-0.3984,-0.088,0.3214,0.4038,0.805,1,0.8654,0.7252,0.4698,0.3516,0.5714,23
513,-0.2244,0.0816,0.3436,0.7552,0.8572,0.9898,0.7074,0.9048,0.9728,1,0.6802,23
514,-0.7882,-0.4118,-0.1648,-0.2352,0.8,0.8706,0.5764,0.447,0.4236,-0.0236,0.0118,24
515,-0.8258,-0.5736,-0.3754,-0.1112,0.3634,0.3574,-0.1172,0.1232,-0.033,-0.1952,-0.1652,24
516,-0.3832,-0.3084,-0.09,0.2614,0.7012,0.859,1,0.8948,0.8396,0.2946,-0.0568,25
517,0.4834,0.9478,1,0.9146,0.4834,0.3508,0.3508,0.2418,-0.0806,-0.5592,-0.5308,25
518,-0.2982,0.0224,0.5132,0.3388,-0.0264,-0.5092,-0.566,-0.6714,-0.6348,-0.6308,-0.5578,26
519,-0.1238,0.2952,0.8248,0.7676,-0.1772,-0.5352,-0.5086,-0.3638,-0.6152,-0.6266,-0.5276,26
520,-0.3666,-0.1154,0.4698,0.9002,1,0.7624,0.58,0.494,0.2254,0.0706,0.0774,1
521,-0.464,-0.1428,0.2326,0.5374,0.9074,0.8312,0.3904,0.3578,0.3878,0.3552,0.2436,1
522,-0.3524,0.095,0.095,0.2666,0.1184,-0.095,-0.4044,-0.342,-0.3472,-0.3914,-0.225,2
523,-0.3408,0.093,0.4002,0.554,0.3408,-0.021,-0.259,-0.2516,-0.1796,-0.2366,-0.2688,2
524,-0.3296,0.3406,0.4286,0.5164,0.425,0.0402,0.0842,0.0476,0.0732,-0.1794,-0.0256,3
525,-0.407,0.3176,0.3598,0.4268,0.412,0.0298,0.1042,0.0546,0.1364,-0.0744,0.067,3
526,-0.3446,0.0824,0.3378,0.4522,0.0488,-0.1394,-0.5026,-0.4218,-0.2672,-0.3648,-0.2974,4
527,-0.2838,0.1984,0.3416,0.4958,0.2066,-0.0798,-0.5096,-0.5014,-0.3112,-0.427,-0.281,4
528,-0.5534,-0.0416,0.0864,0.1694,-0.1022,-0.2278,-0.4928,-0.5578,-0.5646,-0.5308,-0.4546,5
529,-0.4166,-0.017,0.0352,0.1828,-0.0352,-0.1556,-0.4438,-0.4552,-0.6868,-0.6072,-0.4212,5
530,-0.4966,-0.1744,0.2618,0.4026,0.5704,0.8658,0.8724,0.6174,0.4026,0.2954,0.2214,6
531,-0.5306,-0.2448,0.1428,0.2722,0.6054,0.5918,0.7142,0.4898,0.4762,0.3946,0.3334,6
532,-0.2314,0.2386,0.4316,0.5446,0.031,-0.2314,-0.388,-0.4572,-0.3442,-0.3406,-0.3296,7
533,-0.197,0.2992,0.2424,0.3446,-0.2878,-0.5568,-0.5758,-0.7008,-0.6288,-0.7386,-0.6478,7
534,-0.7164,-0.3284,-0.0224,0.515,0.597,0.2686,0.015,-0.0224,0.0448,-0.194,-0.097,8
535,-0.5584,-0.1168,0.2556,0.754,0.817,0.2556,0.1608,0.1356,0.0978,-0.1104,-0.1168,8
536,-0.446,-0.169,0.23,0.2794,0.5,0.9836,1,0.5962,0.892,0.9484,0.608,9
537,-0.5246,-0.3044,0.0934,0.2562,0.5634,0.8502,0.778,0.8038,1,0.8428,0.5542,9
538,-0.3366,0.1232,0.8654,0.8818,0.4976,0.1396,0.1362,0.133,-0.0312,-0.1166,-0.1264,10
539,-0.4144,0.043,0.706,0.8872,0.6884,0.5204,0.39,0.3348,0.2862,0.1382,0.2708,10
540,-0.3256,0.2148,0.4396,0.708,0.8422,1,0.6442,0.3456,0.4094,0.3088,0.2718,11
541,-0.3672,0.0878,0.2534,0.4512,0.8788,1,0.7182,0.5574,0.4338,0.424,0.3448,11
542,-0.3896,-0.097,0.3832,0.5994,0.7742,0.8474,0.806,0.5326,0.3482,0.291,0.326,12
543,-0.4604,-0.175,0.3358,0.6858,0.8586,0.6666,0.6594,0.4964,0.3694,0.3884,0.386,12
544,-0.5034,-0.2332,0.0746,0.0992,0.3446,0.407,0.4466,0.2918,0.2106,0.203,0.0822,13
545,-0.4654,-0.1486,0.1442,0.1926,0.4874,0.45,0.549,0.4962,0.461,0.2828,0.2278,13
546,-0.4342,-0.1642,0.185,0.2084,0.3924,0.5228,0.5622,0.411,0.3062,0.1944,0.1036,14
547,-0.4704,-0.1778,0.097,0.1224,0.3292,0.5108,0.5436,0.4098,0.309,0.082,0.1552,14
548,-0.4072,-0.0802,0.3256,0.4716,0.7898,0.9036,1,0.8686,0.7928,0.9182,0.6468,15
549,-0.4988,-0.2074,0.2052,0.4336,0.8042,0.746,0.6644,0.7856,0.8088,1,0.9138,15
550,0.026,0.6856,0.6338,0.8652,0.7236,0.0362,0.0328,-0.0604,-0.1952,-0.2436,-0.3298,16
551,-0.1438,0.5364,0.516,0.8072,0.7632,0.0558,0.1168,0.083,-0.0016,-0.0694,-0.1236,16
552,-0.1808,0.553,0.5598,0.2458,0.2764,-0.0648,-0.0546,-0.1502,-0.1296,-0.2252,-0.1604,17
553,-0.4148,0.0646,0.4548,0.8002,0.7274,0.1468,0.0388,-0.0152,-0.06,0.0788,0.0458,17
554,-0.4388,-0.201,0.2156,0.3628,0.5956,1,0.9362,0.7328,0.6594,0.5564,0.1176,18
555,-0.498,-0.2058,0.1154,0.175,0.5116,0.802,0.9134,1,0.9884,0.448,0.275,18
556,-0.5088,-0.228,0.2702,0.4666,0.7334,0.8736,0.7894,0.5508,0.4736,0.2772,0.3684,19
557,-0.5354,-0.286,0.1736,0.4572,0.6382,0.9266,0.8092,0.5062,0.2762,0.242,0.3008,19
558,-0.045,0.7042,0.6516,0.7004,0.573,-0.045,-0.1686,-0.2098,-0.2022,-0.3184,-0.3108,20
559,-0.0238,0.6518,0.6006,0.9078,0.7952,-0.0034,-0.0478,0.0034,-0.1604,-0.1502,-0.372,20
560,-0.1744,0.2332,0.4784,0.4508,-0.285,-0.589,-0.6408,-0.6926,-0.8238,-1,-0.7236,21
561,-0.0558,0.409,0.4498,0.435,-0.2788,-0.6914,-0.9554,-0.7286,-0.7434,-0.829,-0.8624,21
562,-0.3382,0.1202,0.1346,0.3216,0.1306,-0.1264,-0.3072,-0.223,-0.2786,-0.256,-0.2066,22
563,-0.2226,0.2454,0.3674,0.5234,0.2852,-0.0298,-0.234,-0.1774,-0.1944,-0.2312,-0.0866,22
564,-0.2548,0.1634,0.9614,1,0.666,0.6942,0.7574,0.9156,0.7856,0.7082,0.536,23
565,-0.5176,-0.1654,0.2526,0.413,0.9126,0.9056,0.6106,0.5892,0.6894,0.7852,0.781,23
566,-0.6116,-0.1984,0.1322,0.3884,0.595,0.9338,0.8348,0.3472,0.1322,0.124,0.2148,24
567,-0.5248,-0.109,0.1882,0.4984,0.736,0.769,0.7558,0.5446,0.439,0.3268,0.3862,24
568,-0.3726,0.0188,0.7524,0.7924,0.8562,0.9246,1,0.658,0.526,0.0732,-0.1438,25
569,-0.2964,0.0852,0.7294,0.7374,0.8592,1,0.9972,0.5724,0.4074,0.0094,-0.188,25
570,-0.1884,0.2694,0.2994,0.5122,0.3688,0.0474,-0.089,-0.059,-0.1236,-0.0336,-0.0868,26
571,-0.2446,0.2344,0.71,0.855,0.4638,-0.1804,-0.1434,-0.2142,-0.2782,-0.2716,-0.1838,26
572,-0.5552,-0.2636,0.1428,0.3608,0.5906,0.5052,0.4728,0.2606,0.1134,-0.0928,0.0958,1
573,-0.5896,-0.31,-0.0364,0.2228,0.441,0.4324,0.4848,0.147,0.0394,0.08,0.0742,1
574,-0.3922,-0.0168,0.5046,0.5834,0.0282,-0.5722,-0.6322,-0.3884,-0.3508,-0.3134,-0.3208,2
575,-0.3732,0.0582,0.6096,0.7158,0.2432,-0.411,-0.3904,-0.3458,-0.2124,-0.3562,-0.3732,2
576,-0.558,-0.0498,0.3002,0.4476,0.2854,-0.4844,-0.4622,-0.5174,-0.2634,-0.3002,-0.1712,3
577,-0.5448,0.0488,0.3374,0.5772,0.435,-0.3658,-0.3862,-0.3252,-0.0854,-0.0406,-0.1382,3
578,-0.4694,-0.0666,0.3916,0.5028,0.075,-0.4388,-0.5528,-0.5556,-0.4888,-0.3556,-0.2944,4
579,-0.435,-0.0788,0.4452,0.524,0.0924,-0.5308,-0.4452,-0.291,-0.2398,-0.2774,-0.3322,4
580,-0.5528,-0.012,0.1602,0.2688,0.0454,-0.4744,-0.5862,-0.5922,-0.713,-0.6042,-0.5408,5
581,-0.5696,-0.139,0.3646,0.5022,0.101,-0.347,-0.5462,-0.5812,-0.5022,-0.6046,-0.552,5
582,-0.6776,-0.3194,0.1164,0.2598,0.8328,0.8208,0.415,0.218,0.1642,0.1582,0.1462,6
583,-0.7378,-0.3312,0.0622,0.1934,0.7968,0.8296,0.3246,0.2,0.2722,0.036,0.0426,6
584,-0.3238,0.0696,0.6594,0.7362,0.0744,-0.4052,-0.271,-0.506,-0.5588,-0.3286,-0.3956,7
585,-0.4038,-0.0402,0.37,0.4376,-0.1332,-0.6786,-0.5518,-0.573,-0.5814,-0.3024,-0.425,7
586,-0.5532,-0.0964,0.264,0.335,0.731,0.6396,0.2792,0.061,0.1624,0.1116,-0.005,8
587,-0.5608,-0.2476,0.1588,0.2898,0.6214,0.514,0.2664,0.1402,0.1214,0.0794,-0.028,8
588,-0.6776,-0.3496,-0.1356,-0.07,0.0984,0.515,0.612,0.9058,0.826,0.786,1,9
589,-0.6254,-0.345,-0.1514,-0.0968,0.2134,0.6154,0.737,0.856,0.9008,0.9182,1,9
590,-0.3682,-0.05,0.5682,0.6182,0.25,-0.0272,-0.009,-0.15,-0.2546,-0.0818,-0.159,10
591,-0.3598,0.0132,0.6898,0.7162,0.2542,0.033,0.0726,-0.2476,-0.0792,-0.0132,-0.1848,10
592,-0.957,-0.279,0.0902,0.5794,0.545,0.631,-0.0988,-0.1674,-0.2618,-0.545,-0.5108,11
593,-0.957,-0.3648,0.0858,0.3048,0.3734,0.382,0,-0.1674,-0.1932,-0.2876,-0.3734,11
594,-0.4724,-0.2102,0.1754,0.2828,0.523,0.9336,0.8958,0.3996,0.3966,0.3144,0.4786,12
595,-0.4452,-0.0974,0.1544,0.3074,0.5712,0.6132,0.6372,0.5382,0.3734,0.2684,0.3284,12
596,-0.4274,-0.0456,0.2952,0.392,0.3686,0.2922,0.0808,-0.1454,-0.16,0.0014,-0.1336,13
597,-0.485,-0.0786,0.2246,0.3334,0.3762,0.3218,-0.0158,-0.1616,-0.1302,-0.0386,-0.0758,13
598,-0.5912,-0.2462,0.273,0.3702,0.129,0.0754,-0.1892,-0.2228,-0.1524,-0.1826,-0.2462,14
599,-0.4094,0.045,0.266,0.4168,0.3342,0.339,0.023,-0.0766,-0.0158,-0.1494,-0.0912,14
600,-0.5846,-0.257,0.1264,0.193,0.502,0.8428,0.96,0.6352,0.7444,1,0.8668,15
601,-0.4846,-0.1652,0.1678,0.2162,0.5892,0.8148,0.9248,0.557,0.7772,1,0.8416,15
602,0.84,0.92,0.6534,0.4934,-0.2,-0.0666,-0.04,-0.0666,-0.36,-0.0666,-0.1466,16
603,0.4358,0.3846,-0.1282,-0.2308,-0.282,-0.1794,-0.4872,-0.7436,-0.641,-0.5898,-0.3846,16
604,-0.4542,0.1448,0.1214,0.1248,0.0782,-0.5906,-0.624,-0.554,-0.5774,-0.441,-0.431,17
605,-0.4474,0.0734,0.1454,0.2374,0.1108,-0.531,-0.6892,-0.6634,-0.4188,-0.4792,-0.4446,17
606,-0.6148,-0.3202,-0.0348,0.0116,0.1532,0.5894,0.71,0.689,0.7842,1,0.8816,18
607,-0.6342,-0.295,-0.0488,-0.0088,0.1464,0.705,0.745,0.7872,0.9356,1,0.7118,18
608,-0.5106,-0.1662,0.142,0.293,0.6798,0.571,0.432,0.2386,0.2024,0.1722,0.148,19
609,-0.5284,-0.107,0.107,0.2076,0.629,0.6226,0.3144,0.3144,0.327,0.1762,0.0378,19
610,-0.6246,0.1054,0.0592,0.3676,0.2596,-0.6246,-0.635,-0.6452,-0.4962,-0.4652,-0.6042,20
611,-0.4368,0.2578,0.221,0.321,0.2422,-0.3158,-0.4948,-0.6526,-0.2684,-0.1578,-0.4948,20
612,-0.3014,-0.0112,-0.1548,-0.1802,-0.5438,-0.6746,-0.799,-0.8532,-0.7768,-0.7256,-0.6938,21
613,-0.3872,-0.0262,-0.1382,-0.1208,-0.5194,-0.6314,-0.7384,-0.7186,-0.721,-0.7236,-0.7384,21
614,-0.2714,0.1148,0.6722,0.7194,0.2094,-0.133,-0.2678,-0.173,-0.1948,-0.2532,-0.2642,22
615,-0.0402,0.3316,-0.2664,-0.1056,-0.0654,-0.6834,-0.4974,-0.407,-0.5376,-0.6582,-0.3316,22
616,-0.474,-0.0218,0.587,0.6652,0.5174,0.326,0.4566,0.4044,0.4304,0.7218,0.9218,23
617,-0.4756,-0.0416,0.2478,0.4142,0.7686,0.6528,0.472,0.3634,0.3562,0.4286,0.2802,23
618,-0.5984,-0.3172,0.0522,0.1808,0.5342,0.4216,0.4698,0.0682,0.0282,0.1326,0.0602,24
619,-0.5268,-0.1168,0.1608,0.3312,0.7288,0.653,0.5646,0.2934,0.1988,0.1862,0.1672,24
620,-0.3898,-0.0136,0.6406,0.6474,0.8848,0.895,0.9322,1,0.8338,0.1288,-0.078,25
621,-0.3314,0.044,0.5542,0.6042,0.8974,0.9178,1,0.9736,0.8388,0.4046,-0.0498,25
622,-0.2698,0.2094,0.586,0.679,0.2186,-0.4186,-0.4466,-0.1534,-0.0744,-0.228,-0.2604,26
623,-0.403,0.184,0.4876,0.6766,0.3682,-0.3682,-0.617,-0.5224,-0.1394,-0.204,-0.2786,26
624,-0.732,-0.215,0.0156,0.1714,0.1526,-0.053,0.0156,-0.0592,-0.1838,0.028,-0.1214,1
625,-0.6128,-0.2202,0.0398,0.0928,0.252,0.13,0.1034,0.0664,0.0186,-0.0132,-0.0132,1
626,-0.4528,0.2076,0.0628,0.1636,-0.0944,-0.0754,-0.1132,-0.1636,-0.2894,-0.4654,-0.5346,2
627,-0.4954,0.1324,0.0338,-0.12,-0.3416,-0.1262,-0.3846,-0.44,-0.36,-0.3292,-0.3416,2
628,-0.5736,0.0542,0.2868,0.5116,0.062,-0.2016,-0.2636,-0.2868,-0.0078,-0.2558,-0.2636,3
629,-0.6666,0.0666,0.08,0.08,-0.4334,-0.4,-0.26,-0.2266,-0.1866,-0.36,-0.2134,3
630,-0.643,-0.0774,-0.2592,-0.3334,-0.4478,-0.4612,-0.468,-0.3602,-0.4748,-0.542,-0.6162,4
631,-0.5424,0.098,-0.0784,-0.2876,-0.4706,-0.4184,-0.3922,-0.4118,-0.4706,-0.5294,-0.4706,4
632,-0.6136,0.107,-0.013,-0.4674,-0.3838,-0.3578,-0.551,-0.551,-0.53,-0.739,-0.6554,5
633,-0.7028,0.029,-0.0724,-0.529,-0.4492,-0.4492,-0.5942,-0.5798,-0.7608,-0.7682,-0.8406,5
634,-0.744,-0.384,-0.2,-0.104,0.256,0.32,0.344,0.208,0.296,0.376,0.328,6
635,-0.6666,-0.0318,-0.1032,0.008,0.0396,0.4286,0.4762,0.3334,0.4206,0.246,0.254,6
636,-0.665,-0.2058,0.091,0.2058,-0.2728,-0.4258,-0.2918,-0.0622,0.043,-0.0718,-0.1196,7
637,-0.5,0.024,-0.0904,-0.3374,-0.2772,-0.1988,-0.1808,-0.247,-0.0904,-0.253,-0.3674,7
638,-0.8054,-0.5568,0.0486,0.0378,-0.1136,-0.2216,-0.2648,0.027,-0.1352,-0.0702,0.0594,8
639,-0.7584,-0.3154,0.1544,0.1208,-0.3088,-0.1342,-0.0806,-0.302,-0.2014,-0.094,-0.114,8
640,-0.9266,-0.5412,-0.4724,-0.3624,-0.0138,0.4588,0.7248,0.6284,0.6972,1,0.9496,9
641,-0.6884,-0.3528,-0.298,-0.2364,-0.024,0.4246,0.5684,0.6096,0.6336,0.7636,1,9
642,-0.5384,-0.1692,-0.0358,0.477,0.7744,0.5488,0.3026,0.4974,0.323,0.3948,0.3846,10
643,-0.3868,0.2992,0.4598,0.6716,0.1314,-0.124,0.1606,-0.0292,0.0438,0.1752,0.0656,10
644,-0.6262,0.6868,0.6666,0.7878,0.7272,0.7778,0.6868,0.5252,0.404,0.202,-0.0808,11
645,-0.659,0.279,0.2946,0.5194,0.4342,0.341,0.186,0.0852,-0.0852,-0.1086,-0.1396,11
646,-0.678,-0.278,-0.1414,-0.0586,0.278,0.3854,0.5024,0.2926,0.3318,0.5464,0.439,12
647,-0.6992,-0.4336,-0.1428,-0.0676,0.203,0.624,0.629,0.4236,0.193,0.2532,0.4486,12
648,-0.5,0.0088,0.1328,0.2478,0.1992,0.407,0.6106,0.5576,0.4956,0.2876,0.5576,13
649,-0.5568,0.029,-0.0448,0.0502,0.1768,0.3088,0.4036,0.2612,0.2718,0.2718,0.1768,13
650,-0.851,-0.5018,-0.189,-0.08,0.2254,0.131,0.1018,0.2582,0.24,0.0364,0.0546,14
651,-0.573,-0.191,-0.1236,-0.06,0.131,0.06,0.0898,0.1086,0.1086,-0.015,-0.1236,14
652,-0.6038,-0.169,-0.029,0.0772,0.4782,0.5314,0.5894,0.5556,0.6086,0.86,1,15
653,-0.5326,-0.049,0.1522,0.2608,0.7826,0.6414,0.7066,0.6902,0.7336,0.9294,0.8804,15
654,-0.3784,0.2028,0.027,0.2568,-0.4054,-0.7568,-0.4324,-0.446,-0.5,-0.7298,-0.6352,16
655,0.6824,0.2824,-0.8588,-0.5412,-0.553,-0.5294,-0.5412,-0.5176,-0.4706,-0.5648,-0.553,16
656,-0.7294,-0.6706,-0.7352,-0.7352,-0.4942,-0.4412,-0.4176,-0.5706,-0.5412,-0.4882,-0.4824,17
657,-0.5164,0.2896,0.212,-0.385,-0.3732,-0.1462,-0.2776,-0.2896,-0.409,-0.391,-0.4268,17
658,-0.642,-0.3064,-0.1544,0.132,0.405,0.83,0.7136,0.924,1,0.8524,0.3334,18
659,-0.4858,0.0334,-0.0858,-0.019,0.2476,0.8142,0.9714,0.881,0.9142,1,0.7904,18
660,-0.7748,-0.1688,-0.1342,0.0476,0.4806,0.6364,0.5064,0.238,0.2208,0.3074,0.368,19
661,-0.7378,-0.2214,-0.2214,0.1066,0.3442,0.6804,0.6886,0.5,0.4098,0.3934,0.4262,19
662,-0.7586,-0.1022,-0.2012,-0.195,-0.3312,-0.387,-0.3188,-0.2446,-0.3932,-0.3622,-0.4304,20
663,-0.6838,0.1304,0.1146,-0.4862,-0.7628,-0.5494,-0.6126,-0.494,-0.668,-0.5178,-0.6126,20
664,-0.3008,0.27,0.0128,-0.6092,-0.4652,-0.5578,-0.4652,-0.5064,-0.784,-0.7018,-0.8868,21
665,-0.5498,0.402,0.2218,-0.4276,-0.6012,-0.5884,-0.4856,-0.5692,-0.6464,-0.6528,-0.82,21
666,-0.5336,0.1872,0.0672,0.1802,-0.3992,-0.3852,-0.272,-0.258,-0.159,-0.2932,-0.2368,22
667,-0.6722,-0.041,0.1722,0.254,-0.4508,-0.541,-0.5082,-0.4016,-0.2868,-0.2132,-0.2378,22
668,-0.67,-0.2562,0.138,0.2758,0.2464,0.2168,0.2216,0.3202,0.4286,0.3646,0.596,23
669,-0.7058,-0.2998,-0.019,0.0926,0.4796,0.4088,0.2698,0.5994,0.6622,0.7766,0.8228,23
670,-0.95,-0.45,-0.375,-0.05,0.25,0.575,0.4084,0.2584,0.3,0.2084,0.275,24
671,-0.7862,-0.4068,-0.0966,0.1172,0.3862,0.3656,0.4276,0.331,0.0896,0.1656,0.3034,24
672,-0.5,-0.1182,0.2772,0.2864,0.5636,0.991,1,0.3272,0.1636,0.1728,-0.1636,25
673,-0.1818,0.7768,0.6364,0.719,0.091,0.8926,1,0.4628,0.1818,0,-0.6446,25
674,-0.3798,0.2544,-0.0104,0.1358,-0.2264,-0.338,-0.1498,-0.345,-0.1638,-0.0662,-0.094,26
675,-0.1848,0.5544,0.4022,0.1196,-0.4456,-0.076,-0.087,-0.2282,-0.2392,0.2392,0.1414,26
676,-0.154,0.42,0.3124,0.2914,0.8924,1,0.6442,0.5486,0.0194,-0.0792,-0.2676,1
677,-0.6024,0.1132,0.1398,0.4216,0.4796,0.5156,0.5036,0.2338,0.2386,0.0338,0.0796,1
678,-0.2276,0.3616,0.4018,0.558,0.3526,-0.1742,-0.2054,-0.192,-0.3258,-0.4018,-0.3438,2
679,-0.2048,0.4808,0.4926,0.2462,0.2344,-0.1008,-0.1038,-0.2938,-0.3176,-0.3086,-0.3412,2
680,-0.0766,0.5438,0.5146,0.5766,0.4818,0.0036,-0.0548,-0.011,-0.0876,-0.0548,-0.0986,3
681,-0.9176,0.7202,0.9548,0.7284,0.2716,0.1894,-0.1276,0.0494,-0.074,-0.07,-0.0164,3
682,-0.0824,0.6202,0.61,0.4656,0.3882,-0.0588,-0.153,-0.1698,-0.3244,-0.1428,-0.284,4
683,-0.2642,0.5524,0.6156,0.2668,0.2896,-0.0898,-0.0544,-0.2668,-0.0568,-0.1908,-0.0898,4
684,-0.228,0.4588,0.4698,0.0604,0.011,-0.3544,-0.3818,-0.3874,-0.3708,-0.5028,-0.5164,5
685,-0.682,0.4744,0.632,0.3298,-0.13,-0.2248,-0.2852,-0.2432,-0.5848,-0.4534,-0.5768,5
686,-0.1578,0.3052,0.1894,0.0948,0.5736,0.7264,0.9684,0.9316,0.5264,0.3052,0.3052,6
